!version: $Revision: 1.48 $
!date: $Date: 2006/07/27 13:53:31 $
!Mapping of GO function_ontology "enzymes" to Enzyme Commission Numbers.
!original mapping by Michael Ashburner, Cambridge.
!This version parsed from function.ontology on 2006/07/14 16:07:33
!by Daniel Barrell, EBI, Hinxton
!
EC:1 > GO:oxidoreductase activity ; GO:0016491
EC:1.1.99.24 > GO:hydroxyacid-oxoacid transhydrogenase activity ; GO:0047988
EC:1.1.99.25 > GO:quinate dehydrogenase (pyrroloquinoline-quinone) activity ; GO:0047519
EC:1.1.99.26 > GO:3-hydroxycyclohexanone dehydrogenase activity ; GO:0047564
EC:1.1.99.27 > GO:(R)-pantolactone dehydrogenase (flavin) activity ; GO:0047060
EC:1.1.99.28 > GO:glucose-fructose oxidoreductase activity ; GO:0047061
EC:1.1.99.4 > GO:dehydrogluconate dehydrogenase activity ; GO:0047843
EC:1.1.99.5 > GO:glycerol-3-phosphate dehydrogenase activity ; GO:0004368
EC:1.1.99.6 > GO:D-2-hydroxy-acid dehydrogenase activity ; GO:0047809
EC:1.1.99.7 > GO:lactate-malate transhydrogenase activity ; GO:0050042
EC:1.1.99.8 > GO:alcohol dehydrogenase (acceptor) activity ; GO:0018468
EC:1.1.99.9 > GO:pyridoxine 5-dehydrogenase activity ; GO:0050238
EC:1.10 > GO:oxidoreductase activity, acting on diphenols and related substances as donors ; GO:0016679
EC:1.10.1 > GO:oxidoreductase activity, acting on diphenols and related substances as donors, NAD or NADP as acceptor ; GO:0016680
EC:1.10.1.1 > GO:trans-acenaphthene-1,2-diol dehydrogenase activity ; GO:0047062
EC:1.10.2 > GO:oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor ; GO:0016681
EC:1.10.2.1 > GO:L-ascorbate-cytochrome-b5 reductase activity ; GO:0047063
EC:1.10.2.2 > GO:ubiquinol-cytochrome-c reductase activity ; GO:0008121
EC:1.10.3 > GO:oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor ; GO:0016682
EC:1.10.3.1 > GO:catechol oxidase activity ; GO:0004097
EC:1.10.3.2 > GO:laccase activity ; GO:0008471
EC:1.10.3.3 > GO:L-ascorbate oxidase activity ; GO:0008447
EC:1.10.3.4 > GO:o-aminophenol oxidase activity ; GO:0050149
EC:1.10.3.5 > GO:3-hydroxyanthranilate oxidase activity ; GO:0047561
EC:1.10.3.6 > GO:rifamycin-B oxidase activity ; GO:0050264
EC:1.10.99.1 > GO:plastoquinol-plastocyanin reductase activity ; GO:0009496
EC:1.11 > GO:oxidoreductase activity, acting on peroxide as acceptor ; GO:0016684
EC:1.11.1.1 > GO:NADH peroxidase activity ; GO:0016692
EC:1.11.1.10 > GO:chloride peroxidase activity ; GO:0016691
EC:1.11.1.11 > GO:L-ascorbate peroxidase activity ; GO:0016688
EC:1.11.1.12 > GO:phospholipid-hydroperoxide glutathione peroxidase activity ; GO:0047066
EC:1.11.1.13 > GO:manganese peroxidase activity ; GO:0016689
EC:1.11.1.14 > GO:diarylpropane peroxidase activity ; GO:0016690
EC:1.11.1.15 > GO:peroxiredoxin activity ; GO:0051920
EC:1.11.1.2 > GO:NADPH peroxidase activity ; GO:0050137
EC:1.11.1.3 > GO:fatty-acid peroxidase activity ; GO:0047888
EC:1.11.1.5 > GO:cytochrome-c peroxidase activity ; GO:0004130
EC:1.11.1.6 > GO:catalase activity ; GO:0004096
EC:1.11.1.7 > GO:peroxidase activity ; GO:0004601
EC:1.11.1.8 > GO:iodide peroxidase activity ; GO:0004447
EC:1.11.1.9 > GO:glutathione peroxidase activity ; GO:0004602
EC:1.12 > GO:oxidoreductase activity, acting on hydrogen as donor ; GO:0016695
EC:1.12.1 > GO:oxidoreductase activity, acting on hydrogen as donor, NAD or NADP as acceptor ; GO:0016696
EC:1.12.1.2 > GO:hydrogen dehydrogenase activity ; GO:0047985
EC:1.12.1.3 > GO:hydrogen dehydrogenase (NADP+) activity ; GO:0050583
EC:1.12.2 > GO:oxidoreductase activity, acting on hydrogen as donor, cytochrome as acceptor ; GO:0016697
EC:1.12.2.1 > GO:cytochrome-c3 hydrogenase activity ; GO:0047806
EC:1.12.5 > GO:oxidoreductase activity, acting on hydrogen as donor, with a quinone or similar compound as acceptor ; GO:0046994
EC:1.12.5.1 > GO:hydrogen:quinone oxidoreductase activity ; GO:0047067
EC:1.12.7 > GO:oxidoreductase activity, acting on hydrogen as donor, iron-sulfur protein as acceptor ; GO:0016699
EC:1.12.7.2 > GO:ferredoxin hydrogenase activity ; GO:0008901
EC:1.12.98 > GO:oxidoreductase activity, acting on hydrogen as donor, with other known acceptors ; GO:0046995
EC:1.12.98.1 > GO:coenzyme F420 hydrogenase activity ; GO:0050454
EC:1.12.98.2 > GO:N5,N10-methenyltetrahydromethanopterin hydrogenase activity ; GO:0047068
EC:1.12.98.3 > GO:Methanosarcina-phenazine hydrogenase activity ; GO:0051911
EC:1.13 > GO:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen ; GO:0016701
EC:1.13.11 > GO:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen ; GO:0016702
EC:1.13.11.1 > GO:catechol 1,2-dioxygenase activity ; GO:0018576
EC:1.13.11.10 > GO:7,8-dihydroxykynurenate 8,8a-dioxygenase activity ; GO:0047069
EC:1.13.11.11 > GO:tryptophan 2,3-dioxygenase activity ; GO:0004833
EC:1.13.11.12 > GO:lipoxygenase activity ; GO:0016165
EC:1.13.11.13 > GO:ascorbate 2,3-dioxygenase activity ; GO:0047687
EC:1.13.11.14 > GO:2,3-dihydroxybenzoate 3,4-dioxygenase activity ; GO:0045133
EC:1.13.11.15 > GO:3,4-dihydroxyphenylacetate 2,3-dioxygenase activity ; GO:0008687
EC:1.13.11.16 > GO:3-carboxyethylcatechol 2,3-dioxygenase activity ; GO:0047070
EC:1.13.11.17 > GO:indole 2,3-dioxygenase activity ; GO:0047719
EC:1.13.11.18 > GO:sulfur dioxygenase activity ; GO:0050313
EC:1.13.11.19 > GO:cysteamine dioxygenase activity ; GO:0047800
EC:1.13.11.2 > GO:catechol 2,3-dioxygenase activity ; GO:0018577
EC:1.13.11.20 > GO:cysteine dioxygenase activity ; GO:0017172
EC:1.13.11.22 > GO:caffeate 3,4-dioxygenase activity ; GO:0047762
EC:1.13.11.23 > GO:2,3-dihydroxyindole 2,3-dioxygenase activity ; GO:0047528
EC:1.13.11.24 > GO:quercetin 2,3-dioxygenase activity ; GO:0008127
EC:1.13.11.25 > GO:3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase activity ; GO:0047071
EC:1.13.11.26 > GO:peptide-tryptophan 2,3-dioxygenase activity ; GO:0050169
EC:1.13.11.27 > GO:4-hydroxyphenylpyruvate dioxygenase activity ; GO:0003868
EC:1.13.11.28 > GO:2,3-dihydroxybenzoate 2,3-dioxygenase activity ; GO:0047072
EC:1.13.11.29 > GO:stizolobate synthase activity ; GO:0050297
EC:1.13.11.3 > GO:protocatechuate 3,4-dioxygenase activity ; GO:0018578
EC:1.13.11.30 > GO:stizolobinate synthase activity ; GO:0050298
EC:1.13.11.31 > GO:arachidonate 12-lipoxygenase activity ; GO:0004052
EC:1.13.11.32 > GO:2-nitropropane dioxygenase activity ; GO:0018580
EC:1.13.11.33 > GO:arachidonate 15-lipoxygenase activity ; GO:0050473
EC:1.13.11.34 > GO:arachidonate 5-lipoxygenase activity ; GO:0004051
EC:1.13.11.35 > GO:pyrogallol 1,2-oxygenase activity ; GO:0050240
EC:1.13.11.36 > GO:chloridazon-catechol dioxygenase activity ; GO:0047744
EC:1.13.11.37 > GO:hydroxyquinol 1,2-dioxygenase activity ; GO:0018581
EC:1.13.11.38 > GO:1-hydroxy-2-naphthoate 1,2-dioxygenase activity ; GO:0018582
EC:1.13.11.39 > GO:biphenyl-2,3-diol 1,2-dioxygenase activity ; GO:0018583
EC:1.13.11.4 > GO:gentisate 1,2-dioxygenase activity ; GO:0047922
EC:1.13.11.40 > GO:arachidonate 8-lipoxygenase activity ; GO:0047677
EC:1.13.11.41 > GO:2,4'-dihydroxyacetophenone dioxygenase activity ; GO:0047073
EC:1.13.11.42 > GO:indoleamine-pyrrole 2,3-dioxygenase activity ; GO:0004426
EC:1.13.11.43 > GO:lignostilbene alpha beta-dioxygenase activity ; GO:0050054
EC:1.13.11.45 > GO:linoleate 11-lipoxygenase activity ; GO:0050584
EC:1.13.11.46 > GO:4-hydroxymandelate synthase activity ; GO:0050585
EC:1.13.11.47 > GO:3-hydroxy-4-oxoquinoline 2,4-dioxygenase activity ; GO:0047078
EC:1.13.11.48 > GO:3-hydroxy-2-methylquinolin-4-one 2,4-dioxygenase activity ; GO:0050586
EC:1.13.11.49 > GO:chlorite O2-lyase activity ; GO:0050587
EC:1.13.11.5 > GO:homogentisate 1,2-dioxygenase activity ; GO:0004411
EC:1.13.11.6 > GO:3-hydroxyanthranilate 3,4-dioxygenase activity ; GO:0000334
EC:1.13.11.8 > GO:protocatechuate 4,5-dioxygenase activity ; GO:0018579
EC:1.13.11.9 > GO:2,5-dihydroxypyridine 5,6-dioxygenase activity ; GO:0047075
EC:1.13.12 > GO:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases) ; GO:0016703
EC:1.13.12.1 > GO:arginine 2-monooxygenase activity ; GO:0047678
EC:1.13.12.11 > GO:methylphenyltetrahydropyridine N-monooxygenase activity ; GO:0047076
EC:1.13.12.12 > GO:apo-beta-carotenoid-14',13'-dioxygenase activity ; GO:0050588
EC:1.13.12.2 > GO:lysine 2-monooxygenase activity ; GO:0050067
EC:1.13.12.3 > GO:tryptophan 2-monooxygenase activity ; GO:0050361
EC:1.13.12.4 > GO:lactate 2-monooxygenase activity ; GO:0050040
EC:1.13.12.5 > GO:Renilla-luciferin 2-monooxygenase activity ; GO:0050248
EC:1.13.12.6 > GO:Cypridina-luciferin 2-monooxygenase activity ; GO:0047712
EC:1.13.12.7 > GO:Photinus-luciferin 4-monooxygenase (ATP-hydrolyzing) activity ; GO:0047077
EC:1.13.12.8 > GO:Watasenia-luciferin 2-monooxygenase activity ; GO:0050397
EC:1.13.12.9 > GO:phenylalanine 2-monooxygenase activity ; GO:0050172
EC:1.13.99.1 > GO:inositol oxygenase activity ; GO:0050113
EC:1.13.99.3 > GO:tryptophan 2'-dioxygenase activity ; GO:0050360
EC:1.14 > GO:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ; GO:0016705
EC:1.14.11 > GO:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors ; GO:0016706
EC:1.14.11.1 > GO:gamma-butyrobetaine dioxygenase activity ; GO:0008336
EC:1.14.11.10 > GO:pyrimidine-deoxynucleoside 1'-dioxygenase activity ; GO:0047079
EC:1.14.11.11 > GO:hyoscyamine (6S)-dioxygenase activity ; GO:0047998
EC:1.14.11.12 > GO:gibberellin-44 dioxygenase activity ; GO:0047927
EC:1.14.11.13 > GO:gibberellin 2-beta-dioxygenase activity ; GO:0045543
EC:1.14.11.14 > GO:6-beta-hydroxyhyoscyamine epoxidase activity ; GO:0047594
EC:1.14.11.15 > GO:gibberellin 3-beta-dioxygenase activity ; GO:0016707
EC:1.14.11.16 > GO:peptide-aspartate beta-dioxygenase activity ; GO:0004597
EC:1.14.11.17 > GO:taurine dioxygenase activity ; GO:0000908
EC:1.14.11.18 > GO:phytanoyl-CoA dioxygenase activity ; GO:0048244
EC:1.14.11.19 > GO:leucocyanidin oxygenase activity ; GO:0050589
EC:1.14.11.2 > GO:procollagen-proline 4-dioxygenase activity ; GO:0004656
EC:1.14.11.20 > GO:desacetoxyvindoline 4-hydroxylase activity ; GO:0050590
EC:1.14.11.23 > GO:flavonol synthase activity ; GO:0045431
EC:1.14.11.3 > GO:pyrimidine-deoxynucleoside 2'-dioxygenase activity ; GO:0047080
EC:1.14.11.4 > GO:procollagen-lysine 5-dioxygenase activity ; GO:0008475
EC:1.14.11.6 > GO:thymine dioxygenase activity ; GO:0050341
EC:1.14.11.7 > GO:procollagen-proline 3-dioxygenase activity ; GO:0019797
EC:1.14.11.8 > GO:trimethyllysine dioxygenase activity ; GO:0050353
EC:1.14.11.9 > GO:naringenin 3-dioxygenase activity ; GO:0045486
EC:1.14.12 > GO:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD or NADH as one donor, and incorporation of two atoms of oxygen into one donor ; GO:0016708
EC:1.14.12.1 > GO:anthranilate 1,2-dioxygenase (deaminating, decarboxylating) activity ; GO:0018618
EC:1.14.12.10 > GO:benzoate 1,2-dioxygenase activity ; GO:0018623
EC:1.14.12.11 > GO:toluene dioxygenase activity ; GO:0018624
EC:1.14.12.12 > GO:naphthalene 1,2-dioxygenase activity ; GO:0018625
EC:1.14.12.13 > GO:2-chlorobenzoate 1,2-dioxygenase activity ; GO:0018626
EC:1.14.12.14 > GO:2-aminobenzenesulfonate 2,3-dioxygenase activity ; GO:0018627
EC:1.14.12.15 > GO:terephthalate 1,2-dioxygenase activity ; GO:0018628
EC:1.14.12.16 > GO:2-hydroxyquinoline 5,6-dioxygenase activity ; GO:0018629
EC:1.14.12.17 > GO:nitric oxide dioxygenase activity ; GO:0008941
EC:1.14.12.18 > GO:biphenyl 2,3-dioxygenase activity ; GO:0018687
EC:1.14.12.3 > GO:benzene 1,2-dioxygenase activity ; GO:0018619
EC:1.14.12.4 > GO:3-hydroxy-2-methylpyridinecarboxylate dioxygenase activity ; GO:0047081
EC:1.14.12.5 > GO:5-pyridoxate dioxygenase activity ; GO:0047592
EC:1.14.12.7 > GO:phthalate 4,5-dioxygenase activity ; GO:0018620
EC:1.14.12.8 > GO:4-sulfobenzoate 3,4-dioxygenase activity ; GO:0018621
EC:1.14.12.9 > GO:4-chlorophenylacetate 3,4-dioxygenase activity ; GO:0018622
EC:1.14.13 > GO:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD or NADH as one donor, and incorporation of one atom of oxygen ; GO:0016709
EC:1.14.13.1 > GO:salicylate 1-monooxygenase activity ; GO:0018658
EC:1.14.13.10 > GO:2,6-dihydroxypyridine 3-monooxygenase activity ; GO:0018663
EC:1.14.13.11 > GO:trans-cinnamate 4-monooxygenase activity ; GO:0016710
EC:1.14.13.12 > GO:benzoate 4-monooxygenase activity ; GO:0018664
EC:1.14.13.13 > GO:calcidiol 1-monooxygenase activity ; GO:0004498
EC:1.14.13.14 > GO:trans-cinnamate 2-monooxygenase activity ; GO:0050344
EC:1.14.13.15 > GO:cholestanetriol 26-monooxygenase activity ; GO:0047749
EC:1.14.13.16 > GO:cyclopentanone monooxygenase activity ; GO:0047799
EC:1.14.13.17 > GO:cholesterol 7-alpha-monooxygenase activity ; GO:0008123
EC:1.14.13.18 > GO:4-hydroxyphenylacetate 1-monooxygenase activity ; GO:0018665
EC:1.14.13.19 > GO:taxifolin 8-monooxygenase activity ; GO:0050326
EC:1.14.13.2 > GO:4-hydroxybenzoate 3-monooxygenase activity ; GO:0018659
EC:1.14.13.20 > GO:2,4-dichlorophenol 6-monooxygenase activity ; GO:0018666
EC:1.14.13.21 > GO:flavonoid 3'-monooxygenase activity ; GO:0016711
EC:1.14.13.22 > GO:cyclohexanone monooxygenase activity ; GO:0018667
EC:1.14.13.23 > GO:3-hydroxybenzoate 4-monooxygenase activity ; GO:0018668
EC:1.14.13.24 > GO:3-hydroxybenzoate 6-monooxygenase activity ; GO:0018669
EC:1.14.13.25 > GO:methane monooxygenase activity ; GO:0015049
EC:1.14.13.26 > GO:phosphatidylcholine 12-monooxygenase activity ; GO:0050183
EC:1.14.13.27 > GO:4-aminobenzoate 1-monooxygenase activity ; GO:0018670
EC:1.14.13.28 > GO:3,9-dihydroxypterocarpan 6a-monooxygenase activity ; GO:0047082
EC:1.14.13.29 > GO:4-nitrophenol 2-monooxygenase activity ; GO:0018601
EC:1.14.13.3 > GO:4-hydroxyphenylacetate 3-monooxygenase activity ; GO:0018660
EC:1.14.13.30 > GO:leukotriene-B4 20-monooxygenase activity ; GO:0050051
EC:1.14.13.31 > GO:2-nitrophenol 2-monooxygenase activity ; GO:0047549
EC:1.14.13.32 > GO:albendazole monooxygenase activity ; GO:0047638
EC:1.14.13.33 > GO:4-hydroxybenzoate 3-monooxygenase [NAD(P)H] activity ; GO:0018671
EC:1.14.13.34 > GO:leukotriene-E4 20-monooxygenase activity ; GO:0050052
EC:1.14.13.35 > GO:anthranilate 3-monooxygenase (deaminating) activity ; GO:0018672
EC:1.14.13.36 > GO:5-O-(4-coumaroyl)-D-quinate 3'-monooxygenase activity ; GO:0047083
EC:1.14.13.37 > GO:methyltetrahydroprotoberberine 14-monooxygenase activity ; GO:0047084
EC:1.14.13.38 > GO:anhydrotetracycline monooxygenase activity ; GO:0047670
EC:1.14.13.39 > GO:nitric-oxide synthase activity ; GO:0004517
EC:1.14.13.4 > GO:melilotate 3-monooxygenase activity ; GO:0050091
EC:1.14.13.40 > GO:anthraniloyl-CoA monooxygenase activity ; GO:0018673
EC:1.14.13.41 > GO:tyrosine N-monooxygenase activity ; GO:0050370
EC:1.14.13.42 > GO:hydroxyphenylacetonitrile 2-monooxygenase activity ; GO:0047085
EC:1.14.13.43 > GO:questin monooxygenase activity ; GO:0050246
EC:1.14.13.44 > GO:2-hydroxybiphenyl 3-monooxygenase activity ; GO:0047544
EC:1.14.13.46 > GO:(-)-menthol monooxygenase activity ; GO:0047505
EC:1.14.13.47 > GO:(S)-limonene 3-monooxygenase activity ; GO:0018674
EC:1.14.13.48 > GO:(S)-limonene 6-monooxygenase activity ; GO:0018675
EC:1.14.13.49 > GO:(S)-limonene 7-monooxygenase activity ; GO:0018676
EC:1.14.13.5 > GO:imidazoleacetate 4-monooxygenase activity ; GO:0047717
EC:1.14.13.50 > GO:pentachlorophenol monooxygenase activity ; GO:0018677
EC:1.14.13.51 > GO:6-oxocineole dehydrogenase activity ; GO:0047597
EC:1.14.13.52 > GO:isoflavone 3'-hydroxylase activity ; GO:0048000
EC:1.14.13.53 > GO:isoflavone 2'-hydroxylase activity ; GO:0047957
EC:1.14.13.54 > GO:ketosteroid monooxygenase activity ; GO:0047086
EC:1.14.13.55 > GO:protopine 6-monooxygenase activity ; GO:0047087
EC:1.14.13.56 > GO:dihydrosanguinarine 10-monooxygenase activity ; GO:0047088
EC:1.14.13.57 > GO:dihydrochelirubine 12-monooxygenase activity ; GO:0047089
EC:1.14.13.58 > GO:benzoyl-CoA 3-monooxygenase activity ; GO:0047090
EC:1.14.13.59 > GO:L-lysine 6-monooxygenase (NADPH) activity ; GO:0047091
EC:1.14.13.6 > GO:orcinol 2-monooxygenase activity ; GO:0018661
EC:1.14.13.60 > GO:27-hydroxycholesterol 7-alpha-monooxygenase activity ; GO:0047092
EC:1.14.13.62 > GO:4-hydroxyquinoline 3-monooxygenase activity ; GO:0047093
EC:1.14.13.63 > GO:3-hydroxyphenylacetate 6-hydroxylase activity ; GO:0047094
EC:1.14.13.64 > GO:4-hydroxybenzoate 1-hydroxylase activity ; GO:0018678
EC:1.14.13.66 > GO:2-hydroxycyclohexanone 2-monooxygenase activity ; GO:0047095
EC:1.14.13.67 > GO:quinine 3-monooxygenase activity ; GO:0050591
EC:1.14.13.68 > GO:4-hydroxyphenylacetaldehyde oxime monooxygenase activity ; GO:0050592
EC:1.14.13.69 > GO:alkene monooxygenase activity ; GO:0018645
EC:1.14.13.7 > GO:phenol 2-monooxygenase activity ; GO:0018662
EC:1.14.13.70 > GO:sterol 14-demethylase activity ; GO:0008398
EC:1.14.13.71 > GO:N-methylcoclaurine 3'-monooxygenase activity ; GO:0050593
EC:1.14.13.73 > GO:tabersonine 16-hydroxylase activity ; GO:0050594
EC:1.14.13.74 > GO:7-deoxyloganin 7-hydroxylase activity ; GO:0050595
EC:1.14.13.75 > GO:vinorine hydroxylase activity ; GO:0050596
EC:1.14.13.76 > GO:taxane 10-beta-hydroxylase activity ; GO:0050597
EC:1.14.13.77 > GO:taxane 13-alpha-hydroxylase activity ; GO:0050598
EC:1.14.13.78 > GO:ent-kaurene oxidase activity ; GO:0010241
EC:1.14.13.8 > GO:dimethylaniline monooxygenase (N-oxide-forming) activity ; GO:0004499
EC:1.14.13.81 > GO:magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity ; GO:0048529
EC:1.14.13.82 > GO:vanillate monooxygenase activity ; GO:0018489
EC:1.14.13.9 > GO:kynurenine 3-monooxygenase activity ; GO:0004502
EC:1.14.14 > GO:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen ; GO:0016712
EC:1.14.14.1 > GO:unspecific monooxygenase activity ; GO:0050381
EC:1.14.14.3 > GO:alkanal monooxygenase (FMN-linked) activity ; GO:0047646
EC:1.14.14.5 > GO:alkanesulfonate monooxygenase activity ; GO:0008726
EC:1.14.15 > GO:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen ; GO:0016713
EC:1.14.15.1 > GO:camphor 5-monooxygenase activity ; GO:0018683
EC:1.14.15.2 > GO:camphor 1,2-monooxygenase activity ; GO:0018684
EC:1.14.15.3 > GO:alkane 1-monooxygenase activity ; GO:0018685
EC:1.14.15.4 > GO:steroid 11-beta-monooxygenase activity ; GO:0004507
EC:1.14.15.5 > GO:corticosterone 18-monooxygenase activity ; GO:0047783
EC:1.14.15.6 > GO:cholesterol monooxygenase (side-chain-cleaving) activity ; GO:0008386
EC:1.14.15.7 > GO:choline monooxygenase activity ; GO:0019133
EC:1.14.16 > GO:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen ; GO:0016714
EC:1.14.16.1 > GO:phenylalanine 4-monooxygenase activity ; GO:0004505
EC:1.14.16.2 > GO:tyrosine 3-monooxygenase activity ; GO:0004511
EC:1.14.16.3 > GO:anthranilate 3-monooxygenase activity ; GO:0050478
EC:1.14.16.4 > GO:tryptophan 5-monooxygenase activity ; GO:0004510
EC:1.14.16.5 > GO:glyceryl-ether monooxygenase activity ; GO:0050479
EC:1.14.16.6 > GO:mandelate 4-monooxygenase activity ; GO:0050481
EC:1.14.17 > GO:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen ; GO:0016715
EC:1.14.17.1 > GO:dopamine beta-monooxygenase activity ; GO:0004500
EC:1.14.17.3 > GO:peptidylglycine monooxygenase activity ; GO:0004504
EC:1.14.18 > GO:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen ; GO:0016716
EC:1.14.18.1 > GO:monophenol monooxygenase activity ; GO:0004503
EC:1.14.18.2 > GO:CMP-N-acetylneuraminate monooxygenase activity ; GO:0030338
EC:1.14.19 > GO:oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water ; GO:0016717
EC:1.14.19.1 > GO:stearoyl-CoA 9-desaturase activity ; GO:0004768
EC:1.14.19.2 > GO:acyl-[acyl-carrier protein] desaturase activity ; GO:0045300
EC:1.14.19.3 > GO:linoleoyl-CoA desaturase activity ; GO:0016213
EC:1.14.20 > GO:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, with 2-oxoglutarate as one donor, and the other dehydrogenated ; GO:0050498
EC:1.14.20.1 > GO:deacetoxycephalosporin-C synthase activity ; GO:0050599
EC:1.14.21 > GO:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, with NADH or NADPH as one donor, and the other dehydrogenated ; GO:0046996
EC:1.14.21.1 > GO:(S)-stylopine synthase activity ; GO:0047052
EC:1.14.21.2 > GO:(S)-cheilanthifoline synthase activity ; GO:0047053
EC:1.14.21.3 > GO:berbamunine synthase activity ; GO:0047054
EC:1.14.21.4 > GO:salutaridine synthase activity ; GO:0047055
EC:1.14.21.5 > GO:(S)-canadine synthase activity ; GO:0047056
EC:1.14.99.1 > GO:prostaglandin-endoperoxide synthase activity ; GO:0004666
EC:1.14.99.10 > GO:steroid 21-monooxygenase activity ; GO:0004509
EC:1.14.99.11 > GO:estradiol 6-beta-monooxygenase activity ; GO:0047882
EC:1.14.99.12 > GO:androst-4-ene-3,17-dione monooxygenase activity ; GO:0047096
EC:1.14.99.14 > GO:progesterone 11-alpha-monooxygenase activity ; GO:0050212
EC:1.14.99.15 > GO:4-methoxybenzoate monooxygenase (O-demethylating) activity ; GO:0018690
EC:1.14.99.19 > GO:plasmanylethanolamine desaturase activity ; GO:0050207
EC:1.14.99.2 > GO:kynurenine 7,8-hydroxylase activity ; GO:0050016
EC:1.14.99.20 > GO:phylloquinone monooxygenase (2,3-epoxidizing) activity ; GO:0047097
EC:1.14.99.21 > GO:Latia-luciferin monooxygenase (demethylating) activity ; GO:0047098
EC:1.14.99.22 > GO:ecdysone 20-monooxygenase activity ; GO:0004501
EC:1.14.99.23 > GO:3-hydroxybenzoate 2-monooxygenase activity ; GO:0047563
EC:1.14.99.24 > GO:steroid 9-alpha-monooxygenase activity ; GO:0050292
